sequence,decision,ct_entry,completed_slot,completed_id,replacement_id,ndtr_guard,free_depth_after_take,ready_depth_after_publish,nominal_to_decision_cycles,nominal_to_irq_exit_cycles,final_window_cycles,mapping_epoch_after,m0_before,m1_before,m0_after,m1_after,processing_begin_offset_cycles,processing_end_offset_cycles,release_commit_offset_cycles,raw_min,raw_max,processed_ok
17,2,1,0,0,255,252,0,7,4581,7193,510,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
18,2,0,1,9,255,252,0,7,4566,7177,505,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
19,2,1,0,0,255,252,0,7,4581,7193,510,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
20,2,0,1,9,255,252,0,7,4566,7177,505,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
21,2,1,0,0,255,252,0,7,4581,7193,511,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
22,2,0,1,9,255,252,0,7,4566,7182,505,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
23,2,1,0,0,255,252,0,7,4581,7198,510,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
24,2,0,1,9,255,252,0,7,4566,7182,505,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
25,2,1,0,0,255,252,0,7,4581,7198,511,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
26,2,0,1,9,255,252,0,7,4566,7182,505,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
27,2,1,0,0,255,252,0,7,4581,7198,511,10,536874568,536879248,536874568,536879248,0,0,0,0,0,0
28,1,0,1,9,1,251,0,7,6586,11503,1073,11,536874568,536879248,536874568,536875088,27367603,30377009,30378751,0,7,1
29,2,1,0,0,255,252,0,7,4581,7193,511,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
30,2,0,1,1,255,252,0,7,4566,7177,505,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
31,2,1,0,0,255,252,0,7,4581,7193,510,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
32,2,0,1,1,255,252,0,7,4566,7177,505,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
33,2,1,0,0,255,252,0,7,4581,7193,510,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
34,2,0,1,1,255,252,0,7,4566,7177,505,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
35,2,1,0,0,255,252,0,7,4581,7193,511,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
36,2,0,1,1,255,252,0,7,4566,7177,505,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
37,2,1,0,0,255,252,0,7,4581,7193,511,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
38,2,0,1,1,255,252,0,7,4886,7497,505,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
39,2,1,0,0,255,252,0,7,4581,7193,511,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
40,2,0,1,1,255,252,0,7,4566,7177,505,11,536874568,536875088,536874568,536875088,0,0,0,0,0,0
41,1,1,0,0,2,251,0,7,6592,11513,1072,12,536874568,536875088,536875608,536875088,30381205,33390602,33392348,0,7,1
42,2,0,1,1,255,252,0,7,4570,7184,506,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
43,2,1,0,2,255,252,0,7,4581,7196,509,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
44,2,0,1,1,255,252,0,7,4570,7184,506,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
45,2,1,0,2,255,252,0,7,4581,7196,509,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
46,2,0,1,1,255,252,0,7,4570,7184,506,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
47,2,1,0,2,255,252,0,7,4585,7201,511,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
48,2,0,1,1,255,252,0,7,4570,7184,506,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
49,2,1,0,2,255,252,0,7,4581,7196,509,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
50,2,0,1,1,255,252,0,7,4570,7184,506,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
51,2,1,0,2,255,252,0,7,4581,7196,509,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
52,2,0,1,1,255,252,0,7,4570,7184,506,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
53,2,1,0,2,255,252,0,7,4581,7196,509,12,536875608,536875088,536875608,536875088,0,0,0,0,0,0
54,1,0,1,1,3,251,0,7,6594,11521,1071,13,536875608,536875088,536875608,536876128,33394810,36404213,36405967,0,6,1
55,2,1,0,2,255,252,0,7,4581,7196,509,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
56,2,0,1,3,255,252,0,7,4570,7184,506,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
57,2,1,0,2,255,252,0,7,4585,7201,511,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
58,2,0,1,3,255,252,0,7,4570,7184,506,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
59,2,1,0,2,255,252,0,7,4585,7201,511,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
60,2,0,1,3,255,252,0,7,4570,7184,506,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
61,2,1,0,2,255,252,0,7,4581,7196,509,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
62,2,0,1,3,255,252,0,7,4570,7184,506,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
63,2,1,0,2,255,252,0,7,4905,7520,510,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
64,2,0,1,3,255,252,0,7,4570,7184,506,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
65,2,1,0,2,255,252,0,7,4581,7196,509,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
66,2,0,1,3,255,252,0,7,4570,7184,506,13,536875608,536876128,536875608,536876128,0,0,0,0,0,0
67,1,1,0,2,4,251,0,7,6604,11532,1072,14,536875608,536876128,536876648,536876128,36408433,39417833,39419591,0,6,1
68,2,0,1,3,255,252,0,7,4570,7184,506,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
69,2,1,0,4,255,252,0,7,4581,7196,509,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
70,2,0,1,3,255,252,0,7,4570,7184,506,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
71,2,1,0,4,255,252,0,7,4581,7196,509,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
72,2,0,1,3,255,252,0,7,4570,7184,506,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
73,2,1,0,4,255,252,0,7,4585,7201,511,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
74,2,0,1,3,255,252,0,7,4570,7184,506,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
75,2,1,0,4,255,252,0,7,4581,7196,509,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
76,2,0,1,3,255,252,0,7,4570,7184,506,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
77,2,1,0,4,255,252,0,7,4581,7196,509,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
78,2,0,1,3,255,252,0,7,4570,7184,506,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
79,2,1,0,4,255,252,0,7,4581,7196,509,14,536876648,536876128,536876648,536876128,0,0,0,0,0,0
80,1,0,1,3,5,251,0,7,6598,11525,1071,15,536876648,536876128,536876648,536877168,39422061,42431695,42433457,0,7,1
81,2,1,0,4,255,252,0,7,4581,7196,509,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
82,2,0,1,5,255,252,0,7,4570,7184,506,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
83,2,1,0,4,255,252,0,7,4585,7201,511,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
84,2,0,1,5,255,252,0,7,4570,7184,506,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
85,2,1,0,4,255,252,0,7,4581,7196,509,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
86,2,0,1,5,255,252,0,7,4570,7184,506,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
87,2,1,0,4,255,252,0,7,4581,7196,509,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
88,2,0,1,5,255,252,0,7,4894,7512,506,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
89,2,1,0,4,255,252,0,7,4581,7196,509,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
90,2,0,1,5,255,252,0,7,4570,7184,506,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
91,2,1,0,4,255,252,0,7,4581,7196,509,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
92,2,0,1,5,255,252,0,7,4570,7184,506,15,536876648,536877168,536876648,536877168,0,0,0,0,0,0
93,1,1,0,4,6,251,0,7,6604,11532,1074,16,536876648,536877168,536877688,536877168,42435931,45445330,45447096,0,8,1
94,2,0,1,5,255,252,0,7,4570,7184,506,16,536877688,536877168,536877688,536877168,0,0,0,0,0,0
95,2,1,0,6,255,252,0,7,4581,7196,509,16,536877688,536877168,536877688,536877168,0,0,0,0,0,0
96,2,0,1,5,255,252,0,7,4570,7209,506,16,536877688,536877168,536877688,536877168,0,0,0,0,0,0
