sequence,decision,ct_entry,completed_slot,completed_id,replacement_id,ndtr_guard,free_depth_after_take,ready_depth_after_publish,nominal_to_decision_cycles,nominal_to_irq_exit_cycles,final_window_cycles,mapping_epoch_after,m0_before,m1_before,m0_after,m1_after,processing_begin_offset_cycles,processing_end_offset_cycles,release_commit_offset_cycles,raw_min,raw_max,processed_ok
46,2,0,1,1,255,253,0,0,4514,7054,507,8,536875608,536875088,536875608,536875088,0,0,0,0,0,0
47,2,1,0,2,255,253,0,0,4517,7058,509,8,536875608,536875088,536875608,536875088,0,0,0,0,0,0
48,2,0,1,1,255,253,0,0,4514,7054,507,8,536875608,536875088,536875608,536875088,0,0,0,0,0,0
49,2,1,0,2,255,253,0,0,4517,7058,509,8,536875608,536875088,536875608,536875088,0,0,0,0,0,0
50,1,0,1,1,0,251,0,1,6497,11529,1095,9,536875608,536875088,536875608,536874568,11534034,12931147,12932737,0,6,1
51,2,1,0,2,255,253,0,0,4521,7061,510,9,536875608,536874568,536875608,536874568,0,0,0,0,0,0
52,2,0,1,0,255,253,0,0,4514,7053,508,9,536875608,536874568,536875608,536874568,0,0,0,0,0,0
53,2,1,0,2,255,253,0,0,4517,7057,508,9,536875608,536874568,536875608,536874568,0,0,0,0,0,0
54,2,0,1,0,255,253,0,0,4514,7053,508,9,536875608,536874568,536875608,536874568,0,0,0,0,0,0
55,2,1,0,2,255,253,0,0,4517,7057,510,9,536875608,536874568,536875608,536874568,0,0,0,0,0,0
56,2,0,1,0,255,253,0,0,4514,7053,508,9,536875608,536874568,536875608,536874568,0,0,0,0,0,0
57,1,1,0,2,1,251,0,1,6808,11833,1097,10,536875608,536874568,536875088,536874568,13147150,14544016,14545608,0,7,1
58,2,0,1,0,255,253,0,0,4518,7057,508,10,536875088,536874568,536875088,536874568,0,0,0,0,0,0
59,2,1,0,1,255,253,0,0,4517,7057,510,10,536875088,536874568,536875088,536874568,0,0,0,0,0,0
60,2,0,1,0,255,253,0,0,4514,7053,508,10,536875088,536874568,536875088,536874568,0,0,0,0,0,0
61,2,1,0,1,255,253,0,0,4517,7057,510,10,536875088,536874568,536875088,536874568,0,0,0,0,0,0
62,2,0,1,0,255,253,0,0,4514,7053,508,10,536875088,536874568,536875088,536874568,0,0,0,0,0,0
63,2,1,0,1,255,253,0,0,4517,7057,510,10,536875088,536874568,536875088,536874568,0,0,0,0,0,0
64,1,0,1,0,2,251,0,1,6489,11832,1093,11,536875088,536874568,536875088,536875608,14759936,16156804,16158396,0,8,1
65,2,1,0,1,255,253,0,0,4521,7062,509,11,536875088,536875608,536875088,536875608,0,0,0,0,0,0
66,2,0,1,2,255,253,0,0,4514,7054,507,11,536875088,536875608,536875088,536875608,0,0,0,0,0,0
67,2,1,0,1,255,253,0,0,4517,7058,509,11,536875088,536875608,536875088,536875608,0,0,0,0,0,0
68,2,0,1,2,255,253,0,0,4514,7054,507,11,536875088,536875608,536875088,536875608,0,0,0,0,0,0
69,2,1,0,1,255,253,0,0,4517,7058,509,11,536875088,536875608,536875088,536875608,0,0,0,0,0,0
70,2,0,1,2,255,253,0,0,4514,7054,507,11,536875088,536875608,536875088,536875608,0,0,0,0,0,0
71,1,1,0,1,0,251,0,1,6500,11522,1097,12,536875088,536875608,536874568,536875608,16372426,17769288,17770878,0,8,1
72,2,0,1,2,255,253,0,0,4518,7057,508,12,536874568,536875608,536874568,536875608,0,0,0,0,0,0
73,2,1,0,0,255,253,0,0,4517,7057,510,12,536874568,536875608,536874568,536875608,0,0,0,0,0,0
74,2,0,1,2,255,253,0,0,4514,7053,508,12,536874568,536875608,536874568,536875608,0,0,0,0,0,0
75,2,1,0,0,255,253,0,0,4517,7057,510,12,536874568,536875608,536874568,536875608,0,0,0,0,0,0
76,2,0,1,2,255,253,0,0,4514,7053,508,12,536874568,536875608,536874568,536875608,0,0,0,0,0,0
77,2,1,0,0,255,253,0,0,4517,7057,510,12,536874568,536875608,536874568,536875608,0,0,0,0,0,0
78,1,0,1,2,1,251,0,1,6501,11528,1095,13,536874568,536875608,536874568,536875088,17985267,19382126,19383716,0,6,1
79,2,1,0,0,255,253,0,0,4521,7061,510,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
80,2,0,1,1,255,253,0,0,4514,7053,508,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
81,2,1,0,0,255,253,0,0,4517,7057,510,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
82,2,0,1,1,255,253,0,0,4514,7361,508,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
83,2,1,0,0,255,253,0,0,4517,7057,510,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
84,2,0,1,1,255,253,0,0,4514,7053,508,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
85,1,1,0,0,2,251,0,1,6484,11500,1099,14,536874568,536875088,536875608,536875088,19598513,20995378,20996970,0,9,1
86,2,0,1,1,255,253,0,0,4518,7058,507,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
87,2,1,0,2,255,253,0,0,4517,7058,509,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
88,2,0,1,1,255,253,0,0,4514,7054,507,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
89,2,1,0,2,255,253,0,0,4517,7058,509,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
90,2,0,1,1,255,253,0,0,4514,7054,507,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
91,2,1,0,2,255,253,0,0,4517,7058,509,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
92,1,0,1,1,0,251,0,1,6497,11529,1095,15,536875608,536875088,536875608,536874568,21211363,22608208,22609797,0,7,1
93,2,1,0,2,255,253,0,0,4521,7061,510,15,536875608,536874568,536875608,536874568,0,0,0,0,0,0
94,2,0,1,0,255,253,0,0,4514,7053,508,15,536875608,536874568,536875608,536874568,0,0,0,0,0,0
95,2,1,0,2,255,253,0,0,4517,7057,510,15,536875608,536874568,536875608,536874568,0,0,0,0,0,0
96,2,0,1,0,255,253,0,0,4514,7077,508,15,536875608,536874568,536875608,536874568,0,0,0,0,0,0
