sequence,decision,ct_entry,completed_slot,completed_id,replacement_id,ndtr_guard,free_depth_after_take,ready_depth_after_publish,nominal_to_decision_cycles,nominal_to_irq_exit_cycles,final_window_cycles,mapping_epoch_after,m0_before,m1_before,m0_after,m1_after,processing_begin_offset_cycles,processing_end_offset_cycles,release_commit_offset_cycles,raw_min,raw_max,processed_ok
44,1,0,1,3,1,251,0,1,6513,11331,1094,9,536874568,536876128,536874568,536875088,11661391,13288660,13290279,0,5,1
45,2,1,0,0,255,253,0,1,4537,7099,511,9,536874568,536875088,536874568,536875088,0,0,0,0,0,0
46,2,0,1,1,255,253,0,1,4530,7090,507,9,536874568,536875088,536874568,536875088,0,0,0,0,0,0
47,2,1,0,0,255,253,0,1,4537,7099,511,9,536874568,536875088,536874568,536875088,0,0,0,0,0,0
48,2,0,1,1,255,253,0,1,4530,7090,507,9,536874568,536875088,536874568,536875088,0,0,0,0,0,0
49,2,1,0,0,255,253,0,1,4537,7099,509,9,536874568,536875088,536874568,536875088,0,0,0,0,0,0
50,2,0,1,1,255,253,0,1,4530,7090,507,9,536874568,536875088,536874568,536875088,0,0,0,0,0,0
51,1,1,0,0,2,251,0,1,6520,11317,1096,10,536874568,536875088,536875608,536875088,13292629,14919641,14921261,0,4,1
52,2,0,1,1,255,253,0,1,4530,7089,508,10,536875608,536875088,536875608,536875088,0,0,0,0,0,0
53,2,1,0,2,255,253,0,1,4533,7093,508,10,536875608,536875088,536875608,536875088,0,0,0,0,0,0
54,2,0,1,1,255,253,0,1,4530,7089,508,10,536875608,536875088,536875608,536875088,0,0,0,0,0,0
55,2,1,0,2,255,253,0,1,4537,7098,510,10,536875608,536875088,536875608,536875088,0,0,0,0,0,0
56,2,0,1,1,255,253,0,1,4530,7089,508,10,536875608,536875088,536875608,536875088,0,0,0,0,0,0
57,2,1,0,2,255,253,0,1,4533,7093,508,10,536875608,536875088,536875608,536875088,0,0,0,0,0,0
58,1,0,1,1,3,251,0,1,6513,11333,1094,11,536875608,536875088,536875608,536876128,14923599,16550865,16552483,0,5,1
59,2,1,0,2,255,253,0,1,4537,7101,509,11,536875608,536876128,536875608,536876128,0,0,0,0,0,0
60,2,0,1,3,255,253,0,1,4530,7092,505,11,536875608,536876128,536875608,536876128,0,0,0,0,0,0
61,2,1,0,2,255,253,0,1,4537,7101,509,11,536875608,536876128,536875608,536876128,0,0,0,0,0,0
62,2,0,1,3,255,253,0,1,4530,7092,505,11,536875608,536876128,536875608,536876128,0,0,0,0,0,0
63,2,1,0,2,255,253,0,1,4537,7101,509,11,536875608,536876128,536875608,536876128,0,0,0,0,0,0
64,2,0,1,3,255,252,0,1,4846,7408,506,11,536875608,536876128,536875608,536876128,0,0,0,0,0,0
65,1,1,0,2,0,251,0,1,6532,11334,1098,12,536875608,536876128,536874568,536876128,16554830,18182082,18183702,0,6,1
66,2,0,1,3,255,253,0,1,4530,7090,507,12,536874568,536876128,536874568,536876128,0,0,0,0,0,0
67,2,1,0,0,255,253,0,1,4537,7099,511,12,536874568,536876128,536874568,536876128,0,0,0,0,0,0
68,2,0,1,3,255,253,0,1,4530,7090,507,12,536874568,536876128,536874568,536876128,0,0,0,0,0,0
69,2,1,0,0,255,253,0,1,4537,7099,509,12,536874568,536876128,536874568,536876128,0,0,0,0,0,0
70,2,0,1,3,255,253,0,1,4530,7090,507,12,536874568,536876128,536874568,536876128,0,0,0,0,0,0
71,2,1,0,0,255,253,0,1,4537,7099,511,12,536874568,536876128,536874568,536876128,0,0,0,0,0,0
72,1,0,1,3,1,251,0,1,6517,11333,1094,13,536874568,536876128,536874568,536875088,18186043,19813058,19814678,0,6,1
73,2,1,0,0,255,253,0,1,4537,7099,511,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
74,2,0,1,1,255,253,0,1,4530,7090,507,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
75,2,1,0,0,255,253,0,1,4537,7099,511,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
76,2,0,1,1,255,253,0,1,4530,7090,507,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
77,2,1,0,0,255,253,0,1,4537,7099,509,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
78,2,0,1,1,255,253,0,1,4530,7090,507,13,536874568,536875088,536874568,536875088,0,0,0,0,0,0
79,1,1,0,0,2,251,0,1,6528,11335,1099,14,536874568,536875088,536875608,536875088,19828075,21455085,21456711,0,5,1
80,2,0,1,1,255,253,0,1,4530,7089,508,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
81,2,1,0,2,255,253,0,1,4537,7098,510,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
82,2,0,1,1,255,253,0,1,4530,7089,508,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
83,2,1,0,2,255,253,0,1,4537,7098,510,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
84,2,0,1,1,255,253,0,1,4530,7089,508,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
85,2,1,0,2,255,253,0,1,4533,7093,508,14,536875608,536875088,536875608,536875088,0,0,0,0,0,0
86,1,0,1,1,3,251,0,2,6593,11420,1095,15,536875608,536875088,536875608,536876128,21459048,23086048,23087665,0,7,1
87,2,1,0,2,255,253,0,1,4541,7104,509,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
88,2,0,1,3,255,253,0,1,4530,7092,505,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
89,2,1,0,2,255,252,0,1,4853,7416,511,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
90,2,0,1,3,255,253,0,1,4530,7092,505,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
91,2,1,0,2,255,253,0,1,4537,7101,509,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
92,2,0,1,3,255,253,0,1,4530,7092,505,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
93,2,1,0,2,255,253,0,1,4537,7106,509,15,536875608,536876128,536875608,536876128,0,0,0,0,0,0
94,1,0,1,3,0,251,0,1,6533,11345,1096,16,536875608,536876128,536875608,536874568,23090011,24717015,24718636,0,7,1
95,2,1,0,2,255,253,0,1,4537,7099,511,16,536875608,536874568,536875608,536874568,0,0,0,0,0,0
96,2,0,1,0,255,253,0,1,4530,7113,507,16,536875608,536874568,536875608,536874568,0,0,0,0,0,0
